il,ilce,mahalle,posta_kodu
Bolu,Seben,Yukarı Mah (Bozyer Köyü),14752
Bolu,Seben,Yukarı Mah (Değirmenkaya Köyü),14752
Bolu,Seben,Yukarı Mah (Gerenözü Köyü),14752
Bolu,Seben,Yukarı Mah (Kabak Köyü),14752
Bolu,Seben,Yukarı Mah (Korucuk Köyü),14752
Bolu,Seben,Yukarı Mah (Kuzgölcük Köyü),14752
Bolu,Seben,Yukarı Yayla Mah (Alpagut Köyü),14752
Bolu,Seben,Yukarı Yayla Mah (Kuzgölcük Köyü),14752
Bolu,Seben,Yuva Köyü,14752
Bolu,Yeniçağa,Ahmetler Mah (Ören Köyü),14652
Bolu,Yeniçağa,Akıncılar Köyü,14652
Bolu,Yeniçağa,Asil Bey Mahallesi,14650
Bolu,Yeniçağa,Aşağı Mah (Doğancı Köyü),14652
Bolu,Yeniçağa,Aşağı Mah (Şahnalar Köyü),14652
Bolu,Yeniçağa,Bey Mah (Kındıra Köyü),14652
Bolu,Yeniçağa,Boya Deresi-Teper Mah (Aşağıkuldan Köyü),14652
Bolu,Yeniçağa,Camiatik Mahallesi,14650
Bolu,Yeniçağa,Cevekeller Mah (Kemaller Köyü),14652
Bolu,Yeniçağa,Çakırlar Mah (Ören Köyü),14652
Bolu,Yeniçağa,Çamlık Köyü,14652
Bolu,Yeniçağa,Çamurcuk Mah (Adaköy Köyü),14652
Bolu,Yeniçağa,Çay Mah (Şahnalar Köyü),14652
Bolu,Yeniçağa,Dereköy Mah (Şahnalar Köyü),14652
Bolu,Yeniçağa,Dumanlar Mah (Hamzabey Köyü),14652
Bolu,Yeniçağa,Dumanlar Yayla Mah (Hamzabey Köyü),14652
Bolu,Yeniçağa,Ela Mah (Gölbaşı Köyü),14652
Bolu,Yeniçağa,Eroğlu Mah (Sarayköy Köyü),14652
Bolu,Yeniçağa,Gıgalar Mah (Ören Köyü),14652
Bolu,Yeniçağa,Gölyüzü Mahallesi,14650
Bolu,Yeniçağa,Hamzalar Mah (Ören Köyü),14652
Bolu,Yeniçağa,Hasanağalar Mah (Kındıra Köyü),14652
Bolu,Yeniçağa,Izmirli Mah (Sarayköy Köyü),14652
Bolu,Yeniçağa,Karabeyler Mah (Hamzabey Köyü),14652
Bolu,Yeniçağa,Karabeyler Yayla Mah (Hamzabey Köyü),14652
Bolu,Yeniçağa,Karamanlar Mah (Dereköy Köyü),14652
Bolu,Yeniçağa,Karşı Mah (Dereköy Köyü),14652
Bolu,Yeniçağa,Merkez Mah (Adaköy Köyü),14652
Bolu,Yeniçağa,Merkez Mah (Aşağıkuldan Köyü),14652
Bolu,Yeniçağa,Merkez Mah (Dereköy Köyü),14652
Bolu,Yeniçağa,Merkez Mah (Doğancı Köyü),14652
Bolu,Yeniçağa,Merkez Mah (Eskiçağa Köyü),14652
Bolu,Yeniçağa,Merkez Mah (Gölbaşı Köyü),14652
Bolu,Yeniçağa,Merkez Mah (Kemaller Köyü),14652
Bolu,Yeniçağa,Merkez Mah (Kındıra Köyü),14652
Bolu,Yeniçağa,Merkez Mah (Yamanlar Köyü),14652
Bolu,Yeniçağa,Merkez Mah (Yukarıkuldan Köyü),14652
Bolu,Yeniçağa,Mitatlar Mah (Ören Köyü),14652
Bolu,Yeniçağa,Müezzinler Mah (Kemaller Köyü),14652
Bolu,Yeniçağa,Nallar Mah (Kemaller Köyü),14652
Bolu,Yeniçağa,Orta Mah (Yamanlar Köyü),14652
Bolu,Yeniçağa,Osman Ağalar Mah (Ören Köyü),14652
Bolu,Yeniçağa,Sağırlar Mah (Hamzabey Köyü),14652
Bolu,Yeniçağa,Sağırlar Yayla Mah (Hamzabey Köyü),14652
Bolu,Yeniçağa,Saray Mah (Sarayköy Köyü),14652
Bolu,Yeniçağa,Süleymanlar Mah (Sarayköy Köyü),14652
Bolu,Yeniçağa,Tavşallar Mah (Kemaller Köyü),14652
Bolu,Yeniçağa,Tepe Mah (Şahnalar Köyü),14652
Bolu,Yeniçağa,Üç Evler Mah (Şahnalar Köyü),14652
Bolu,Yeniçağa,Yayalar Mah (Hamzabey Köyü),14652
Bolu,Yeniçağa,Yayalar Yayla Mah (Hamzabey Köyü),14652
Bolu,Yeniçağa,Yayla Evleri Mah (Aşağıkuldan Köyü),14652
Bolu,Yeniçağa,Yayla Evleri Mah (Dereköy Köyü),14652
Bolu,Yeniçağa,Yayla Evleri Mah (Gölbaşı Köyü),14652
Bolu,Yeniçağa,Yayla Evleri Mah (Ören Köyü),14652
Bolu,Yeniçağa,Yayla Evleri Mah (Yukarıkuldan Köyü),14652
Bolu,Yeniçağa,Yayla Mah (Adaköy Köyü),14652
Bolu,Yeniçağa,Yayla Mah (Akıncılar Köyü),14652
Bolu,Yeniçağa,Yayla Mah (Çamlık Köyü),14652
Bolu,Yeniçağa,Yayla Mah (Doğancı Köyü),14652
Bolu,Yeniçağa,Yayla Mah (Sarayköy Köyü),14652
Bolu,Yeniçağa,Yayla Mah (Şahnalar Köyü),14652
Bolu,Yeniçağa,Yukarı Mah (Aşağıkuldan Köyü),14652
Bolu,Yeniçağa,Yukarı Mah (Şahnalar Köyü),14652
Burdur,Ağlasun,Aşağıyumrutaş Köyü,15802
Burdur,Ağlasun,Bakırlı Mah (Yumrutaş Köyü),15802
Burdur,Ağlasun,Bala Mahallesi,15800
Burdur,Ağlasun,Çamlıdere Köyü,15802
Burdur,Ağlasun,Çamova Mah (Yumrutaş Köyü),15802
Burdur,Ağlasun,Çınar Mahallesi,15800
Burdur,Ağlasun,Deregözü Mah (Yeşilbaşköy Köyü),15802
Burdur,Ağlasun,Dereköy Köyü,15802
Burdur,Ağlasun,Eynazlı Mah (Yeşilbaşköy Köyü),15802
Burdur,Ağlasun,Fatih Mah (Mamak Köyü),15802
Burdur,Ağlasun,Gökbel Mah (Çamlıdere Köyü),15802
Burdur,Ağlasun,Hamam Mahallesi,15800
Burdur,Ağlasun,Harmancık Mah (Çamlıdere Köyü),15802
Burdur,Ağlasun,Hisar Köyü,15802
Burdur,Ağlasun,Karagöl Mah (Çamlıdere Köyü),15802
Burdur,Ağlasun,Kıraç Mahallesi,15800
Burdur,Ağlasun,Kiprit Köyü,15802
Burdur,Ağlasun,Kum Mahallesi,15800
Burdur,Ağlasun,Sakarca Mahallesi,15800
Burdur,Ağlasun,Sakarlar Mah (Yazır Köyü),15802
Burdur,Ağlasun,Sakızlık Mah (Çamlıdere Köyü),15802
Burdur,Ağlasun,Yavuz Mah (Mamak Köyü),15802
Burdur,Ağlasun,Yazır Köyü,15802
Burdur,Altınyayla,Arpacık Mah (Ballık Köyü),15422
Burdur,Altınyayla,Bel Mah (Ballık Köyü),15422
Burdur,Altınyayla,Çukurkavak Mah (Ballık Köyü),15422
Burdur,Altınyayla,Gülpınar Mahallesi,15420
Burdur,Altınyayla,Heybeli Mahallesi,15420
Burdur,Altınyayla,Kavakpınarı Mah (Çörten Köyü),15422
Burdur,Altınyayla,Kaymakcı Mah (Ballık Köyü),15422
Burdur,Altınyayla,Merkez Mah (Asmabağ Köyü),15422
Burdur,Altınyayla,Merkez Mah (Ballık Köyü),15422
Burdur,Altınyayla,Merkez Mah (Çatak Köyü),15422
Burdur,Altınyayla,Merkez Mah (Çörten Köyü),15422
Burdur,Altınyayla,Merkez Mah (Kızılyaka Köyü),15422
Burdur,Altınyayla,Söben Mah (Ballık Köyü),15422
Burdur,Altınyayla,Süpürgelik Mah (Ballık Köyü),15422
Burdur,Altınyayla,Taşyaka Mahallesi,15420
Burdur,Altınyayla,Yeni Mahallesi,15420
Burdur,Bucak,Afetler Mah (Taşyayla Köyü),15302
Burdur,Bucak,Akçapınar Mah (Kuşbaba Köyü),15302
Burdur,Bucak,Alaattin Mahallesi,15300
Burdur,Bucak,Ali Hüseyin Sarınçları Mah (Kuyubaşı Köyü),15302
Burdur,Bucak,Alkaya Köyü,15302
Burdur,Bucak,Anbahan Köyü,15302
Burdur,Bucak,Ankara Mah (Ürkütlü Köyü),15302
Burdur,Bucak,Aşağı Mah (Kuşbaba Köyü),15302
Burdur,Bucak,Aşağı Mah (Taşyayla Köyü),15302
Burdur,Bucak,Atilla Mahallesi,15300
Burdur,Bucak,Avdan Mah (Kızılkaya Köyü),15302
Burdur,Bucak,Aykırı Mah (Karaot Köyü),15302
Burdur,Bucak,Barboros Mahallesi,15300
Burdur,Bucak,Belören Köyü,15302
Burdur,Bucak,Beşkonak Köyü,15302
Burdur,Bucak,Boğaz Mah (Elsazı Köyü),15302
Burdur,Bucak,Boğazköy Köyü,15302
Burdur,Bucak,Bozyaka Mah (Elsazı Köyü),15302
Burdur,Bucak,Cami Mah (Karaot Köyü),15302
Burdur,Bucak,Cami Mah (Kızılseki Köyü),15325
Burdur,Bucak,Camii Mah (Kocaaliler Köyü),15302
Burdur,Bucak,Camii Mahallesi,15302
Burdur,Bucak,Cumhuriyet Mah (Uğurlu Köyü),15302
Burdur,Bucak,Çamlıca Mahallesi,15300
Burdur,Bucak,Çamlıcaosb Mahallesi,15300
Burdur,Bucak,Çavuşlar Mahallesi,15300
Burdur,Bucak,Çobanlar Mah (Kargı Köyü),15302
Burdur,Bucak,Çukur Mahallesi,15300
Burdur,Bucak,Dağarcık Köyü,15302
Burdur,Bucak,Değirmen Deresi Mah (Kuşbaba Köyü),15302
Burdur,Bucak,Demirli Köyü,15302
Burdur,Bucak,Dereağzı Mah (Çobanpınarı Köyü),15302
Burdur,Bucak,Elmalıbük Mah (Kızıllı Köyü),15302
Burdur,Bucak,Erekli Mah (Karaot Köyü),15302
Burdur,Bucak,Esirlik Mah (Kızılseki Köyü),15325
Burdur,Bucak,Fatih Mah (Uğurlu Köyü),15302
Burdur,Bucak,Fatih Mahallesi,15302
Burdur,Bucak,Gökalan Mah (Kocaaliler Köyü),15302
Burdur,Bucak,Güllüalan Mah (Karaot Köyü),15302
Burdur,Bucak,Hacıbağ Mah (Çamlık Köyü),15302
Burdur,Bucak,Hacıismailler Mah (Kızıllı Köyü),15302
Burdur,Bucak,Hanyıkığı Mah (Karaot Köyü),15302
Burdur,Bucak,Harmancık Mah (Kargı Köyü),15302
Burdur,Bucak,Hatipköy Mah (Kızıllı Köyü),15302
Burdur,Bucak,Incirdere Köyü,15302
Burdur,Bucak,Karaağaç Mah (Çobanpınarı Köyü),15302
Burdur,Bucak,Karaaliler Köyü,15302
Burdur,Bucak,Karacaören Köyü,15302
Burdur,Bucak,Karapınar Köyü,15302
Burdur,Bucak,Karaseki Köyü,15302
Burdur,Bucak,Karayvatlar Mahallesi,15300
Burdur,Bucak,Karşıyaka Mah (Kocaaliler Köyü),15302
Burdur,Bucak,Kavacık Köyü,15302
Burdur,Bucak,Kavak Mah (Elsazı Köyü),15302
Burdur,Bucak,Kavaklı Mah (Çamlık Köyü),15302
Burdur,Bucak,Keçili Köyü,15302
Burdur,Bucak,Kestel Köyü,15302
Burdur,Bucak,Ketrit Mah (Dutalanı Köyü),15302
Burdur,Bucak,Kızılca Mah (Çobanpınarı Köyü),15302
Burdur,Bucak,Kızılcaağaç Köyü,15302
Burdur,Bucak,Kocayer Mah (Çobanpınarı Köyü),15302
Burdur,Bucak,Konak Mahallesi,15300
Burdur,Bucak,Kozağacı Mah (Karaot Köyü),15302
Burdur,Bucak,Köletaşı Mah (Karaot Köyü),15302
Burdur,Bucak,Köyyatağı Mah (Karaot Köyü),15302
Burdur,Bucak,Mehmet Akif Mahallesi,15300
Burdur,Bucak,Merkez Mah (Avdancık Köyü),15302
Burdur,Bucak,Merkez Mah (Dutalanı Köyü),15302
Burdur,Bucak,Merkez Mah (Elsazı Köyü),15302
Burdur,Bucak,Merkez Mah (Gündoğdu Köyü),15302
Burdur,Bucak,Merkez Mah (Kargı Köyü),15302
Burdur,Bucak,Merkez Mah (Kuyubaşı Köyü),15302
Burdur,Bucak,Mersinaltı Mah (Kuşbaba Köyü),15302
Burdur,Bucak,Mimar Sinan Mahallesi,15300
Burdur,Bucak,Narağacı Mah (Çobanpınarı Köyü),15302
Burdur,Bucak,Narlı Mah (Çamlık Köyü),15302
Burdur,Bucak,Oğuzhan Mahallesi,15300
Burdur,Bucak,Onaç Mahallesi,15300
Burdur,Bucak,Orta Mah (Kuşbaba Köyü),15302
Burdur,Bucak,Pazar Mah (Kızılkaya Köyü),15302
Burdur,Bucak,Pazar Mah (Kocaaliler Köyü),15302
Burdur,Bucak,Pazar Mah (Ürkütlü Köyü),15302
Burdur,Bucak,Pazar Mahallesi,15310
Burdur,Bucak,Pazaralan Mah (Çobanpınarı Köyü),15302
Burdur,Bucak,Sahil Mah (Çamlık Köyü),15302
Burdur,Bucak,Saka Mah (Çamlık Köyü),15302
Burdur,Bucak,Sanayi Mahallesi,15300
Burdur,Bucak,Sarıotlu Mah (Kızılseki Köyü),15325
Burdur,Bucak,Seki Avlığı Mah (Kızılseki Köyü),15325
Burdur,Bucak,Seydiköy Köyü,15302
Burdur,Bucak,Sığındı Mah (Dutalanı Köyü),15302
Burdur,Bucak,Sinanbaba Mah (Kızılseki Köyü),15325
Burdur,Bucak,Sivişler Mah (Avdancık Köyü),15302
Burdur,Bucak,Susuz Köyü,15302
Burdur,Bucak,Taşbaşı Mah (Kargı Köyü),15302
Burdur,Bucak,Taşdibi Mah (Kargı Köyü),15302
Burdur,Bucak,Tepe Boynu Mah (Dutalanı Köyü),15302
Burdur,Bucak,Üzümlübel Köyü,15302
Burdur,Bucak,Yeni Mah (Gündoğdu Köyü),15302
Burdur,Bucak,Yeni Mah (Kızılkaya Köyü),15302
Burdur,Bucak,Yeni Mahallesi,15310
Burdur,Bucak,Yenice Mah (Elsazı Köyü),15302
Burdur,Bucak,Yetmiş Evler Mahallesi,15300
Burdur,Bucak,Yoncaağaç Mah (Kızılseki Köyü),15325
Burdur,Bucak,Yörükler Mahallesi,15300
Burdur,Bucak,Yukarı Mah (Kuyubaşı Köyü),15302
Burdur,Bucak,Yunus Emre Mahallesi,15300
Burdur,Bucak,Yuva Mah (Kızılkaya Köyü),15302
Burdur,Bucak,Yüreğil Köyü,15302
Burdur,Çavdır,Anbarcık Köyü,15902
Burdur,Çavdır,Atatürk Mahallesi,15900
Burdur,Çavdır,Bayır Mahallesi,15900
Burdur,Çavdır,Belen Mah (Kozağacı Köyü),15902
Burdur,Çavdır,Bölmepınar Köyü,15902
Burdur,Çavdır,Büyükalan Köyü,15902
Burdur,Çavdır,Çakır Mah (Kızıllar Köyü),15902
Burdur,Çavdır,Çeşme Mah (Söğüt Köyü),15902
Burdur,Çavdır,Çınar Mahallesi,15900
Burdur,Çavdır,Depo Mah (Kozağacı Köyü),15902
Burdur,Çavdır,Fatih Mah (Söğüt Köyü),15902
Burdur,Çavdır,Ishakköy Köyü,15902
Burdur,Çavdır,Karaköy Köyü,15902
Burdur,Çavdır,Kayacık Köyü,15902
Burdur,Çavdır,Kocapınar Mahallesi,15900
Burdur,Çavdır,Küçükalan Köyü,15902
Burdur,Çavdır,Menevşelik Mahallesi,15900
Burdur,Çavdır,Merkez Mah (Kızıllar Köyü),15902
Burdur,Çavdır,Pazar Mah (Söğüt Köyü),15902
Burdur,Çavdır,Pazar Mahallesi,15902
Burdur,Çavdır,Saray Burnu Mah (Kozağacı Köyü),15902
Burdur,Çavdır,Yazır Köyü,15902
Burdur,Çavdır,Yeni Mahallesi,15902
Burdur,Çavdır,Yeşil Mah (Söğüt Köyü),15902
Burdur,Çeltikçi,Aşağı Mah (Güvenli Köyü),15072
Burdur,Çeltikçi,Bucak Çay Kenarı Mah (Çebiş Köyü),15072
Burdur,Çeltikçi,Camii Mahallesi,15070
Burdur,Çeltikçi,Değirmenönü Mah (Kuzköy Köyü),15072
Burdur,Çeltikçi,En Içi Mah (Çebiş Köyü),15072
Burdur,Çeltikçi,Güney Mah (Kuzköy Köyü),15072
Burdur,Çeltikçi,Konak Mahallesi,15070
Burdur,Çeltikçi,Kuzey Mah (Kuzköy Köyü),15072
Burdur,Çeltikçi,Merkez Mah (Çebiş Köyü),15072
Burdur,Çeltikçi,Ortayol Mah (Çebiş Köyü),15072
Burdur,Çeltikçi,Ovacık Köyü,15072
Burdur,Çeltikçi,Sarot Kayalı Yolu Mah (Çebiş Köyü),15072
Burdur,Çeltikçi,Tekkeköy Köyü,15072
Burdur,Çeltikçi,Yaka Mah (Bağsaray Köyü),15072
Burdur,Çeltikçi,Yukarı Mah (Bağsaray Köyü),15072
Burdur,Çeltikçi,Yukarı Mah (Güvenli Köyü),15072
Burdur,Gölhisar,Armutlu Mahallesi,15400
Burdur,Gölhisar,Asmalı Köyü,15402
Burdur,Gölhisar,Balcılar Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Başpınar Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Bayramlar Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Çakmak Mahallesi,15400
Burdur,Gölhisar,Çamiçi Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Çamköy Köyü,15402
Burdur,Gölhisar,Çamlık Mah (Ibecik Köyü),15402
Burdur,Gölhisar,Çayiçi Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Çeşme Mahallesi,15400
Burdur,Gölhisar,Damarası Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Delicin Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Deprem Evleri Mah (Evciler Köyü),15402
Burdur,Gölhisar,Divre Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Doğanlar Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Fatih Mahallesi,15400
Burdur,Gölhisar,Göçekiçi Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Gökçe Pınar Mah (Yeşildere Köyü),15402
Burdur,Gölhisar,Hanyanı Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Horzum Mahallesi,15400
Burdur,Gölhisar,Karataş Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Kelaliler Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Kocatarla Mah (Hisarardı Köyü),15402
Burdur,Gölhisar,Konak Mahallesi,15400
Burdur,Gölhisar,Kuşdili Mevkii Mah (Karapınar Köyü),15402
Burdur,Gölhisar,Künüklü Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Kürtlüyamaç Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Merkez Camii Mahallesi,15400
Burdur,Gölhisar,Merkez Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Merkez Mah (Evciler Köyü),15402
Burdur,Gölhisar,Merkez Mah (Hisarardı Köyü),15402
Burdur,Gölhisar,Merkez Mah (Karapınar Köyü),15402
Burdur,Gölhisar,Merkez Mah (Kargalı Köyü),15402
Burdur,Gölhisar,Merkez Mah (Uylupınar Köyü),15402
Burdur,Gölhisar,Merkez Mah (Yeşildere Köyü),15402
Burdur,Gölhisar,Orta Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Pazar Mahallesi,15400
Burdur,Gölhisar,Pazar Yeri Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Selmanlar Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Sorkun Köyü,15402
Burdur,Gölhisar,Tekeliler Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Turanlar Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Ulucamii Mahallesi,15400
Burdur,Gölhisar,Üçoluk Mah (Yeşildere Köyü),15402
Burdur,Gölhisar,Yağpınarı Mah (Kargalı Köyü),15402
Burdur,Gölhisar,Yamadı Köyü,15402
Burdur,Gölhisar,Yapraklı Mah (Ibecik Köyü),15402
Burdur,Gölhisar,Yeni Mah (Ibecik Köyü),15402
Burdur,Gölhisar,Yılanlı Mah (Elmalıyurt Köyü),15402
Burdur,Gölhisar,Yukarı Mah (Uylupınar Köyü),15402
Burdur,Gölhisar,Yusufça Mahallesi,15400
Burdur,Karamanlı,Aşağı Mah (Bademli Köyü),15702
Burdur,Karamanlı,Aşağı Mah (Manca Köyü),15702
Burdur,Karamanlı,Barbaros Mahallesi,15700
Burdur,Karamanlı,Cafer Mahallesi,15700
Burdur,Karamanlı,Cami Mah (Kılçan Köyü),15702
Burdur,Karamanlı,Camii Mahallesi,15700
Burdur,Karamanlı,Çamlık Mahallesi,15700
Burdur,Karamanlı,Çay Mevkii Mah (Dereköy Köyü),15702
Burdur,Karamanlı,Dere Mah (Kılavuzlar Köyü),15702
Burdur,Karamanlı,Eşeler Mahallesi,15700
Burdur,Karamanlı,Fatih Mahallesi,15700
Burdur,Karamanlı,Hantaşı Mevkii Mah (Dereköy Köyü),15702
Burdur,Karamanlı,Hürriyet Mahallesi,15700
Burdur,Karamanlı,Istiklal Mahallesi,15700
Burdur,Karamanlı,Kantar Mah (Kağılcık Köyü),15702
Burdur,Karamanlı,Karaman Mahallesi,15700
Burdur,Karamanlı,Kayalı Köyü,15702
Burdur,Karamanlı,Kılavuzlar Köyü,15702
Burdur,Karamanlı,Kılçan Köyü,15702
Burdur,Karamanlı,Mürseller Köyü,15702
Burdur,Karamanlı,Okul Mah (Kağılcık Köyü),15702
Burdur,Karamanlı,Okul Mah (Kılavuzlar Köyü),15702
Burdur,Karamanlı,Pazar Mahallesi,15700
Burdur,Karamanlı,Taşocağı Mah (Manca Köyü),15702
Burdur,Karamanlı,Tepe Mah (Kılavuzlar Köyü),15702
Burdur,Karamanlı,Tepe Mah (Kılçan Köyü),15702
Burdur,Karamanlı,Tepe Mevkii Mah (Dereköy Köyü),15702
Burdur,Karamanlı,Yeni Mahallesi,15700
Burdur,Karamanlı,Yukarı Mah (Bademli Köyü),15702
Burdur,Karamanlı,Yukarı Mah (Kağılcık Köyü),15702
Burdur,Karamanlı,Yukarı Mah (Manca Köyü),15702
Burdur,Karamanlı,Zafer Mahallesi,15700
Burdur,Kemer,Akçaören Köyü,15092
Burdur,Kemer,Akören Köyü,15092
Burdur,Kemer,Aşağı Mah (Belenli Köyü),15092
Burdur,Kemer,Aşağı Mah (Yakalar Köyü),15092
Burdur,Kemer,Çay Kenarı Mah (Kayı Köyü),15092
Burdur,Kemer,Elmacık Köyü,15092
Burdur,Kemer,Konak Mahallesi,15090
Burdur,Kemer,Köyiçi Mah (Yakalar Köyü),15092
Burdur,Kemer,Orta Mah (Kayı Köyü),15092
Burdur,Kemer,Orta Tepe Mah (Belenli Köyü),15092
Burdur,Kemer,Pınarbaşı Köyü,15092
Burdur,Kemer,Saray Mahallesi,15090
Burdur,Kemer,Yeni Camii Mahallesi,15090
Burdur,Kemer,Yukarı Mah (Kayı Köyü),15092
Burdur,Kemer,Yukarı Tepe Mah (Belenli Köyü),15092
Burdur,Kemer,Yukarı Tepe Mah (Yakalar Köyü),15092
Burdur,Merkez,Akın Mahallesi,15030
Burdur,Merkez,Aksu Köyü,15050
Burdur,Merkez,Akyaka Köyü,15050
Burdur,Merkez,Armağan Ilci Mahallesi,15100
Burdur,Merkez,Armut Mah (Gökçebağ Köyü),15050
Burdur,Merkez,Aşağı Cinbilli Mah (Cimbilli Köyü),15050
Burdur,Merkez,Aşağı Mah (Çallıca Köyü),15050
Burdur,Merkez,Aşağı Müslümler Köyü,15050
Burdur,Merkez,Aşağı Tekkeönü Mah (Askeriye Köyü),15050
Burdur,Merkez,Atatürk Mahallesi,15100
Burdur,Merkez,Aydınlıkevler Mahallesi,15040
Burdur,Merkez,Aziziye Köyü,15050
Burdur,Merkez,Bağlar Mahallesi,15100
Burdur,Merkez,Bahçelievler Mahallesi,15100
Burdur,Merkez,Başakevler Mah (Gökçebağ Köyü),15050
Burdur,Merkez,Başakevler Osb Mah (Gökçebağ Köyü),15050
Burdur,Merkez,Başmakçı Köyü,15050
Burdur,Merkez,Bayındır Köyü,15050
Burdur,Merkez,Bereket Köyü,15050
Burdur,Merkez,Beşkavak Köyü,15050
Burdur,Merkez,Boğaziçi Köyü,15050
Burdur,Merkez,Bozkurt Mahallesi,15030
Burdur,Merkez,Bozlar Köyü,15050
Burdur,Merkez,Burç Mahallesi,15200
Burdur,Merkez,Cami Mah (Akyayla Köyü),15050
Burdur,Merkez,Cami Mah (Askeriye Köyü),15050
Burdur,Merkez,Cemil Mahallesi,15030
Burdur,Merkez,Çay Mah (Ilyas Köyü),15050
Burdur,Merkez,Çendik Köyü,15050
Burdur,Merkez,Çeşmedamı Mahallesi,15200
Burdur,Merkez,Çeşmeönü Mah (Ilyas Köyü),15050
Burdur,Merkez,Çine Köyü,15050
Burdur,Merkez,Çukurçeşme Mah (Askeriye Köyü),15050
Burdur,Merkez,Değirmenler Mahallesi,15200
Burdur,Merkez,Dere Mahallesi,15030
Burdur,Merkez,Deştimankale Mah (Kayaaltı Köyü),15050
Burdur,Merkez,Düğer Köyü,15050
Burdur,Merkez,Emek Mahallesi,15100
Burdur,Merkez,Erikli Köyü,15050
Burdur,Merkez,Fatih Mah (Büğdüz Köyü),15050
Burdur,Merkez,Fevzi Çakmak Mahallesi,15100
Burdur,Merkez,Günalan Köyü,15050
Burdur,Merkez,Güneyyayla Köyü,15050
Burdur,Merkez,Hacılar Köyü,15050
Burdur,Merkez,Hal Mah (Askeriye Köyü),15050
Burdur,Merkez,Halıcılar Köyü,15050
Burdur,Merkez,Hızır Ilyas Mahallesi,15100
Burdur,Merkez,Iğdederesi Mah (Kayaaltı Köyü),15050
Burdur,Merkez,Iğdeli Köyü,15050
Burdur,Merkez,Inönü Mahallesi,15200
Burdur,Merkez,Insuyu Mah (Çatağıl Köyü),15050
Burdur,Merkez,Kapaklı Köyü,15050
Burdur,Merkez,Kara Taş Mah (Gökçebağ Köyü),15050
Burdur,Merkez,Karacaören Köyü,15050
Burdur,Merkez,Karaçal Köyü,15050
Burdur,Merkez,Karadere Mah (Askeriye Köyü),15050
Burdur,Merkez,Karakent Köyü,15050
Burdur,Merkez,Karasenir Mahallesi,15200
Burdur,Merkez,Karşı Mah (Akyayla Köyü),15050
Burdur,Merkez,Kartalpınar Köyü,15050
Burdur,Merkez,Kavacık Köyü,15050
Burdur,Merkez,Kavak Altı Mah (Gökçebağ Köyü),15050
Burdur,Merkez,Kayadibi Suludere Mah (Suludere Köyü),15050
Burdur,Merkez,Kayış Köyü,15050
Burdur,Merkez,Kerpiççukuru Mah (Kayaaltı Köyü),15050
Burdur,Merkez,Kışla Mahallesi,15040
Burdur,Merkez,Kışlaosb Mahallesi,15040
Burdur,Merkez,Kocapınar Köyü,15050
Burdur,Merkez,Konak Mahallesi,15200
Burdur,Merkez,Kökez Köyü,15050
Burdur,Merkez,Köyiçi Mah (Gökçebağ Köyü),15050
Burdur,Merkez,Kumluca Köyü,15050
Burdur,Merkez,Kurna Köyü,15050
Burdur,Merkez,Kuruçay Köyü,15050
Burdur,Merkez,Kuyu Mahallesi,15030
Burdur,Merkez,Mandıra Mah (Çatağıl Köyü),15050
Burdur,Merkez,Mehmet Akif Ersoy Mahallesi,15030
Burdur,Merkez,Menderes Mah (Büğdüz Köyü),15050
Burdur,Merkez,Menderes Mahallesi,15100
Burdur,Merkez,Mezarlık Mah (Kayaaltı Köyü),15050
Burdur,Merkez,Mithat Paşa Mah (Kozluca Köyü),15050
Burdur,Merkez,Necati Bey Mahallesi,15030
Burdur,Merkez,Oğuzhan Mah (Büğdüz Köyü),15050
Burdur,Merkez,Orta Mah (Ilyas Köyü),15050
Burdur,Merkez,Orta Mah (Kayaaltı Köyü),15050
Burdur,Merkez,Ova Mah (Çallıca Köyü),15050
Burdur,Merkez,Ova Mah (Kayaaltı Köyü),15050
Burdur,Merkez,Özgür Mahallesi,15200
Burdur,Merkez,Park Mah (Kozluca Köyü),15050
Burdur,Merkez,Pazar Mahallesi,15200
Burdur,Merkez,Recep Mahallesi,15030
